address,district,rooms,size,level,max_levels,price,lat,lng,price_per_sqm
"город Ташкент, Yakkasaroy район, БАШЛЫК",Yakkasaroy,4,105.0,1,9,67000,41.2697288,69.2512486,638.0952380952381
"город Ташкент, Mirobod район",Mirobod,2,40.0,1,1,23500,41.2758912,69.2937133,587.5
"город Ташкент, Mirzo Ulugbek район, ц-2 Олой (Ц-2) ",Mirzo Ulugbek,2,60.0,2,4,78000,41.3171406,69.2892434,1300.0
"город Ташкент, Mirobod район, ГОСПИТАЛЬНЫЙ",Mirobod,1,38.0,2,9,38000,41.295316,69.275364,1000.0
"город Ташкент, Yakkasaroy район, ПЕРЕКРЕСТОК УЛИЦЫ ШОТА РУСТАВЕЛИ и ТЕКСТИЛЯ",Yakkasaroy,5,215.0,8,9,165000,41.2892951,69.2582738,767.4418604651163
"город Ташкент, Yunusobod район, Проспект АМИРА ТИМУРА",Yunusobod,3,105.0,3,4,69000,41.3454697,69.2865609,657.1428571428571
"город Ташкент, Mirobod район, ГОСПИТАЛЬНЫЙ",Mirobod,2,90.0,9,12,65000,41.295316,69.275364,722.2222222222222
"город Ташкент, Mirobod район, ОЙБЕК(метро)",Mirobod,3,75.0,9,9,56000,41.2983828,69.2730715,746.6666666666666
"город Ташкент, Mirobod район, ЦУМ (Ц-7) ",Mirobod,3,125.0,4,9,130000,41.3086111,69.2691667,1040.0
"город Ташкент, Mirobod район, ЦУМ (Ц-7) ",Mirobod,2,75.0,3,9,91000,41.3086111,69.2691667,1213.3333333333333
"город Ташкент, Mirobod район, СЕВЕРНЫЙ ВОКЗАЛ ( ШОХ.МЕД.ЦЕНТР)",Mirobod,2,80.0,1,9,88000,41.2920483,69.2795931,1100.0
"город Ташкент, Mirobod район, Метро ОЙБЕК",Mirobod,3,75.0,9,9,80000,41.2983828,69.2730715,1066.6666666666667
"город Ташкент, Yakkasaroy район, НУКУССКАЯ(1нотариус)",Yakkasaroy,3,80.0,11,16,48000,41.2823082,69.2567896,600.0
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,2,53.0,3,4,54000,41.2991561,69.2785087,1018.8679245283018
"город Ташкент, Yashnobod район, НУКУССКАЯ",Yashnobod,3,140.0,2,4,140000,41.2897492,69.2750782,1000.0
"город Ташкент, Mirobod район, ГОСПИТАЛЬНЫЙ",Mirobod,5,120.0,13,16,115000,41.295316,69.275364,958.3333333333334
"город Ташкент, Yakkasaroy район, пр-т Бабура",Yakkasaroy,2,70.0,1,9,56000,41.2892951,69.2582738,800.0
"город Ташкент, Yakkasaroy район, Ташкент",Yakkasaroy,4,150.0,4,16,64000,41.2765672,69.2460335,426.6666666666667
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,4,86.0,4,4,63000,41.3197131,69.2773236,732.5581395348837
"город Ташкент, Yashnobod район, Тузель 3-й квартал",Yashnobod,3,93.0,2,13,33776,41.294821,69.3659745,363.18279569892474
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,4,110.0,3,9,88000,41.3197131,69.2773236,800.0
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,1,65.0,2,4,75500,41.3197131,69.2773236,1161.5384615384614
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,2,51.0,3,4,50000,41.3197131,69.2773236,980.3921568627451
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,2,60.0,2,9,44500,41.3197131,69.2773236,741.6666666666666
"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,3,95.0,7,7,40858,41.2710841,69.1849411,430.0842105263158
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,80.0,5,5,36000,41.3292204,69.3473509,450.0
"город Ташкент, Chilonzor район, 20А",Chilonzor,3,68.0,3,5,42000,41.259418,69.1804708,617.6470588235294
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,3,86.0,3,4,93000,41.3104865,69.2922234,1081.3953488372092
"город Ташкент, Mirzo Ulugbek район, Олой",Mirzo Ulugbek,5,101.0,6,9,86000,41.3171406,69.2892434,851.4851485148515
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,60.0,1,5,71000,41.3104865,69.2922234,1183.3333333333333
"город Ташкент, Yunusobod район, Минор",Yunusobod,1,40.0,2,4,62500,41.3298867,69.2803036,1562.5
"город Ташкент, Yashnobod район, Султанали Машхади",Yashnobod,3,70.0,2,5,47000,41.286283,69.3235123,671.4285714285714
"город Ташкент, Yunusobod район, Ислама Каримова",Yunusobod,3,125.0,5,9,110000,41.3082169,69.259765,880.0
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,1,44.0,2,9,27000,41.2697288,69.2512486,613.6363636363636
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,2,60.0,9,9,49999,41.3197131,69.2773236,833.3166666666667
"город Ташкент, Yashnobod район, Тузель 3-й квартал",Yashnobod,4,94.0,5,9,65000,41.294821,69.3659745,691.4893617021277
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,4,90.0,2,4,78000,41.3197131,69.2773236,866.6666666666666
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,3,74.0,4,4,64000,41.3197131,69.2773236,864.8648648648649
"город Ташкент, Mirzo Ulugbek район, Феруза-2 Военный городок",Mirzo Ulugbek,3,70.0,4,4,32500,41.3604641,69.3673417,464.2857142857143
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,100.0,3,4,88000,41.3104865,69.2922234,880.0
"город Ташкент, Mirzo Ulugbek район, ТТЗ-4",Mirzo Ulugbek,1,38.51,3,4,21000,41.3619703,69.3875774,545.3129057387691
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,2,50.0,4,4,26500,41.3550649,69.3585936,530.0
"город Ташкент, Yunusobod район, Минор",Yunusobod,4,86.0,2,4,74000,41.3298867,69.2803036,860.4651162790698
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,5,116.0,3,9,88000,41.2697288,69.2512486,758.6206896551724
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,2,51.0,4,4,25500,41.3550649,69.3585936,500.0
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,3,76.0,5,9,43500,41.2697288,69.2512486,572.3684210526316
"город Ташкент, Mirzo Ulugbek район, Massif Yalangoch",Mirzo Ulugbek,1,34.0,4,4,20500,41.3440562,69.3394016,602.9411764705883
"город Ташкент, Mirzo Ulugbek район, Massif Feruza",Mirzo Ulugbek,3,70.0,2,4,36000,41.3537224,69.3864972,514.2857142857143
"город Ташкент, Yangihayot район, 100",Yangihayot,2,28.0,1,4,23000,41.2994958,69.2400734,821.4285714285714
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,52.0,4,5,32500,41.2673079,69.2415634,625.0
"город Ташкент, Shayhontohur район, Жангох",Shayhontohur,3,72.0,2,9,58500,41.3289182,69.2527386,812.5
"город Ташкент, Mirzo Ulugbek район, Кары-Ниязи",Mirzo Ulugbek,3,110.0,4,7,158000,41.3242397,69.2982672,1436.3636363636363
"город Ташкент, Yashnobod район, Лисунова 1 кадышева Франция",Yashnobod,2,58.0,5,5,31000,41.2853546,69.3491897,534.4827586206897
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,5,113.0,4,5,70000,41.2673079,69.2415634,619.4690265486726
"город Ташкент, Mirobod район, Улица Нукусская, Капитал Банк",Mirobod,2,50.0,5,6,60000,41.2887143,69.2729002,1200.0
"город Ташкент, Yashnobod район, Риёзий",Yashnobod,2,62.0,7,9,33500,41.3118164,69.3250022,540.3225806451613
"город Ташкент, Sergeli район, 1-й проезд Ёркин Хаёт",Sergeli,2,43.0,2,7,31000,41.210633,69.2281531,720.9302325581396
"город Ташкент, Yunusobod район, Шахристан",Yunusobod,1,34.0,3,4,24500,41.3528936,69.2878747,720.5882352941177
"город Ташкент, Mirzo Ulugbek район, Паркент",Mirzo Ulugbek,3,80.0,7,8,70000,41.3133669,69.3235746,875.0
"город Ташкент, Yashnobod район, Паркент",Yashnobod,3,75.0,4,9,53000,41.3146381,69.3228615,706.6666666666666
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,3,67.0,2,4,60000,41.296644,69.275878,895.5223880597015
"город Ташкент, Mirzo Ulugbek район, Мирзо Улугбека",Mirzo Ulugbek,1,35.0,3,5,32500,41.3292204,69.3473509,928.5714285714286
"город Ташкент, Mirzo Ulugbek район, Паркент",Mirzo Ulugbek,3,88.0,5,9,105000,41.3133669,69.3235746,1193.1818181818182
"город Ташкент, Chilonzor район, 11",Chilonzor,4,80.0,3,5,45000,41.2750057,69.1871884,562.5
"город Ташкент, Yunusobod район, Юнусабад 14-й квартал",Yunusobod,5,105.0,3,5,95000,41.3709551,69.307123,904.7619047619048
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,3,90.0,5,5,45000,41.2673079,69.2415634,500.0
"город Ташкент, Chilonzor район, Наккошлык",Chilonzor,3,91.0,3,4,49000,41.259418,69.1804708,538.4615384615385
"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,4,95.0,7,9,50000,41.3427418,69.3875774,526.3157894736842
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,24.0,3,3,20000,41.2807837,69.223683,833.3333333333334
"город Ташкент, Mirobod район, Массив Госпитальный",Mirobod,3,85.0,5,9,74000,41.2930698,69.2830443,870.5882352941177
"город Ташкент, Uchtepa район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,4,92.0,3,4,62000,41.2902787,69.1839655,673.9130434782609
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,1,44.0,2,9,27000,41.2673079,69.2415634,613.6363636363636
"город Ташкент, Sergeli район, Университет",Sergeli,2,62.0,2,9,37000,41.2583157,69.2206777,596.7741935483871
"город Ташкент, Mirobod район, Нукус",Mirobod,2,55.0,3,4,51000,41.2910722,69.2769129,927.2727272727273
"город Ташкент, Mirobod район, Шахрисабз",Mirobod,2,62.0,3,9,53000,41.3029081,69.279218,854.8387096774194
"город Ташкент, Chilonzor район, Чиланзар-18",Chilonzor,3,67.0,4,4,35500,41.2729489,69.1916465,529.8507462686567
"город Ташкент, Uchtepa район, Чиланзар-24",Uchtepa,2,64.0,3,5,38000,41.2814223,69.1760005,593.75
"город Ташкент, Mirobod район, 4-й проезд Катта Миробод",Mirobod,1,42.0,5,6,60000,41.2879302,69.2696127,1428.5714285714287
"город Ташкент, Yashnobod район, Паркент",Yashnobod,4,100.0,3,4,145000,41.3146381,69.3228615,1450.0
"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,2,63.0,9,9,33000,41.2978921,69.1804708,523.8095238095239
"город Ташкент, Mirzo Ulugbek район, Шастри",Mirzo Ulugbek,1,40.0,3,3,32500,41.3137673,69.2910424,812.5
"город Ташкент, Mirzo Ulugbek район, Шастри",Mirzo Ulugbek,1,40.0,3,3,32500,41.3137673,69.2910424,812.5
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",Mirzo Ulugbek,1,18.0,4,4,12000,41.3292204,69.3473509,666.6666666666666
"город Ташкент, Chilonzor район, Чиланзар квартал И",Chilonzor,4,100.0,4,9,95000,41.259418,69.1804708,950.0
"город Ташкент, Mirzo Ulugbek район, 1-й Паркентский проезд",Mirzo Ulugbek,1,41.0,3,4,31000,41.2984421,69.3456065,756.0975609756098
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",Mirzo Ulugbek,1,39.0,1,4,26000,41.3445193,69.3447348,666.6666666666666
"город Ташкент, Mirzo Ulugbek район, Буз-2 (Буз) ",Mirzo Ulugbek,1,24.0,2,4,13500,41.319567,69.3246635,562.5
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,1,33.0,3,5,25500,41.3215876,69.3230626,772.7272727272727
"город Ташкент, Mirzo Ulugbek район, Ялангач",Mirzo Ulugbek,2,45.0,2,4,33505,41.3606566,69.3548004,744.5555555555555
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,5,116.0,3,9,88000,41.2673079,69.2415634,758.6206896551724
"город Ташкент, Mirzo Ulugbek район, Ахмад Югнакий",Mirzo Ulugbek,2,60.0,1,5,46000,41.34932,69.3860684,766.6666666666666
"город Ташкент, Mirobod район, Маштабиб ГАБУС",Mirobod,3,180.0,2,7,225000,41.2983743,69.286357,1250.0
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,42.0,5,9,23500,41.2673079,69.2415634,559.5238095238095
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,43.0,5,9,25500,41.2673079,69.2415634,593.0232558139535
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,54.0,2,9,29500,41.2673079,69.2415634,546.2962962962963
"город Ташкент, Yakkasaroy район, Массив.Куш",Yakkasaroy,2,64.0,1,5,42000,41.2994958,69.2400734,656.25
"город Ташкент, Yakkasaroy район, Малая кольцевая дорога",Yakkasaroy,4,96.0,2,5,84000,41.2658719,69.243421,875.0
"город Ташкент, Chilonzor район, Катта козиробод",Chilonzor,1,30.0,1,4,24500,41.2773103,69.2152083,816.6666666666666
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,4,110.0,4,8,71800,41.2818558,69.2552666,652.7272727272727
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,36.0,2,5,37000,41.2818558,69.2552666,1027.7777777777778
"город Ташкент, Mirobod район, Тизикова Дача",Mirobod,3,100.0,3,7,130000,41.2784172,69.2711001,1300.0
"город Ташкент, Sergeli район, Спутник 4",Sergeli,2,50.0,1,4,37000,41.207763,69.2288981,740.0
"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,2,65.0,5,5,37000,41.3375577,69.3726789,569.2307692307693
"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,3,88.0,6,8,55000,41.271386,69.1961168,625.0
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,2,64.0,5,5,34000,41.3292204,69.3473509,531.25
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,4,100.0,7,9,105000,41.296644,69.275878,1050.0
"город Ташкент, Mirzo Ulugbek район, Мирзо Улугбека",Mirzo Ulugbek,3,69.0,4,4,47000,41.3292204,69.3473509,681.1594202898551
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,2,59.0,3,5,44000,41.3292204,69.3473509,745.7627118644068
"город Ташкент, Mirzo Ulugbek район, Ялангач",Mirzo Ulugbek,3,62.0,3,4,37000,41.3606566,69.3548004,596.7741935483871
"город Ташкент, Yakkasaroy район, Ракат",Yakkasaroy,2,36.0,2,4,29500,41.2876117,69.2454228,819.4444444444445
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,51.0,4,4,33500,41.2911414,69.2601933,656.8627450980392
"город Ташкент, Mirobod район, Госпитальный",Mirobod,1,38.0,2,9,37000,41.295316,69.275364,973.6842105263158
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,59.0,1,2,33500,41.2818558,69.2552666,567.7966101694915
"город Ташкент, Yakkasaroy район, Афросиаб (пр-т Косманавтов) ",Yakkasaroy,2,42.0,2,2,34500,41.3051824,69.2638823,821.4285714285714
"город Ташкент, Yakkasaroy район, Шарафа Рашидова",Yakkasaroy,2,45.0,1,2,40000,41.3091112,69.2672197,888.8888888888889
"город Ташкент, Mirobod район, Нукус",Mirobod,2,52.0,8,8,87000,41.2910722,69.2769129,1673.076923076923
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,53.0,1,9,36500,41.2673079,69.2415634,688.6792452830189
"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,120.0,2,8,145000,41.295316,69.275364,1208.3333333333333
"город Ташкент, Yakkasaroy район, Абдуллы Каххара",Yakkasaroy,3,106.0,4,6,138000,41.2789896,69.2616233,1301.8867924528302
"город Ташкент, Yakkasaroy район, Афросиаб (пр-т Косманавтов) ",Yakkasaroy,2,42.0,1,2,37000,41.3051824,69.2638823,880.952380952381
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,4,100.0,7,9,60000,41.2697288,69.2512486,600.0
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,1,40.0,2,5,27500,41.2673079,69.2415634,687.5
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,4,135.0,5,5,215000,41.2991561,69.2785087,1592.5925925925926
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,3,105.0,2,8,172000,41.2991561,69.2785087,1638.095238095238
"город Ташкент, Yunusobod район, Киёт",Yunusobod,3,70.0,4,4,64500,41.3245206,69.2773236,921.4285714285714
"город Ташкент, Mirobod район, Таллимаржон",Mirobod,4,98.0,1,4,64000,41.2962915,69.2844476,653.0612244897959
"город Ташкент, Yakkasaroy район, Хазинабог",Yakkasaroy,2,56.0,4,4,37000,41.2765672,69.2460335,660.7142857142857
"город Ташкент, Mirobod район, Таллимаржон",Mirobod,2,50.0,3,5,38500,41.2962915,69.2844476,770.0
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,3,74.0,8,9,50000,41.314662,69.293391,675.6756756756756
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,4,131.0,7,8,85000,41.2911414,69.2601933,648.8549618320611
"город Ташкент, Mirzo Ulugbek район, Олой",Mirzo Ulugbek,2,60.0,3,9,53000,41.3171406,69.2892434,883.3333333333334
"город Ташкент, Mirobod район, Нукус",Mirobod,4,147.0,3,12,136500,41.2910722,69.2769129,928.5714285714286
"город Ташкент, Yunusobod район, Юнус-абад-4",Yunusobod,1,42.0,4,4,25000,41.3653679,69.2773236,595.2380952380952
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,3,65.0,4,5,41500,41.3215876,69.3230626,638.4615384615385
"город Ташкент, Uchtepa район, Чиланзар-23",Uchtepa,1,42.0,4,5,25500,41.2867929,69.1789807,607.1428571428571
"город Ташкент, Mirzo Ulugbek район, Сайрам",Mirzo Ulugbek,3,74.0,2,9,58000,41.3317732,69.324458,783.7837837837837
"город Ташкент, Uchtepa район, Чиланзар-23",Uchtepa,2,58.0,2,5,33800,41.2867929,69.1789807,582.7586206896551
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,2,50.0,1,4,36500,41.3292204,69.3473509,730.0
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,3,90.0,5,9,39500,41.259418,69.1804708,438.8888888888889
"город Ташкент, Mirobod район, Афросиаб (пр-т Косманавтов) ",Mirobod,2,62.0,9,9,57000,41.3051824,69.2638823,919.3548387096774
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,64.0,1,4,65000,41.314662,69.293391,1015.625
"город Ташкент, Chilonzor район, Чиланзар-18",Chilonzor,3,67.0,4,4,35500,41.2729489,69.1916465,529.8507462686567
"город Ташкент, Mirobod район, Нукус",Mirobod,4,120.0,1,4,135000,41.2910722,69.2769129,1125.0
"город Ташкент, Yakkasaroy район, Ракат",Yakkasaroy,2,54.0,1,2,37000,41.2876117,69.2454228,685.1851851851852
"город Ташкент, Yashnobod район, Городок Авиастроителей 3-й квартал",Yashnobod,3,63.0,4,5,43500,41.2922516,69.3419071,690.4761904761905
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,55.0,4,5,37000,41.2911414,69.2601933,672.7272727272727
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,60.0,8,9,37000,41.2911414,69.2601933,616.6666666666666
"город Ташкент, Yakkasaroy район, Кичик Бешагач",Yakkasaroy,2,48.0,1,4,37500,41.2834892,69.2665263,781.25
"город Ташкент, Yunusobod район, проспект Амира Темура",Yunusobod,2,60.0,2,4,75000,41.3454697,69.2865609,1250.0
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,47.0,3,9,46500,41.314662,69.293391,989.3617021276596
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,40.0,2,5,40000,41.314662,69.293391,1000.0
"город Ташкент, Yunusobod район, Олой Бозори",Yunusobod,2,55.0,5,5,31500,41.3188889,69.2844444,572.7272727272727
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",Mirzo Ulugbek,2,50.0,2,4,32000,41.3292204,69.3473509,640.0
"город Ташкент, Mirzo Ulugbek район, Феруза-2",Mirzo Ulugbek,2,55.0,4,4,32000,41.3550649,69.3585936,581.8181818181819
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,2,60.0,2,4,42000,41.3550649,69.3585936,700.0
"город Ташкент, Mirzo Ulugbek район, Буз-2 (Буз) ",Mirzo Ulugbek,1,24.0,3,4,15000,41.319567,69.3246635,625.0
"город Ташкент, Yunusobod район, Киёт",Yunusobod,3,81.0,4,4,61500,41.3245206,69.2773236,759.2592592592592
"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,2,65.0,3,9,60000,41.3200874,69.3013967,923.0769230769231
"город Ташкент, Yakkasaroy район, Конституция",Yakkasaroy,2,52.0,9,12,38500,41.2638329,69.2254764,740.3846153846154
"город Ташкент, Olmzor район, Каракамыш квартал 2/5",Olmzor,3,113.0,3,4,80000,41.2807837,69.223683,707.9646017699115
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,2,60.0,1,4,39000,41.3550649,69.3585936,650.0
"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,2,51.0,1,4,36500,41.2798237,69.2058023,715.6862745098039
"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,2,50.0,1,4,36500,41.281265,69.1879213,730.0
"город Ташкент, Mirobod район, проспект Амира Темура",Mirobod,4,130.0,3,9,105000,41.3028425,69.2792998,807.6923076923077
"город Ташкент, Mirzo Ulugbek район, 3-й проезд Шуртепа",Mirzo Ulugbek,2,55.0,5,5,33000,41.3483691,69.3635622,600.0
"город Ташкент, Mirobod район, Таллимаржон",Mirobod,3,113.0,5,5,65000,41.2962915,69.2844476,575.2212389380531
"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,2,50.0,5,5,42000,41.2847707,69.2288981,840.0
"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,2,51.0,1,4,39500,41.2798237,69.2058023,774.5098039215686
"город Ташкент, Chilonzor район, Аль-Хорезми-2",Chilonzor,5,100.0,2,4,68000,41.260048,69.162198,680.0
"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,2,54.0,3,5,35000,41.2797359,69.1670599,648.1481481481482
"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,3,75.0,3,4,67000,41.3200874,69.3013967,893.3333333333334
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,5,235.0,6,7,375000,41.2991561,69.2785087,1595.7446808510638
"город Ташкент, Yakkasaroy район, Глинки",Yakkasaroy,2,48.0,1,4,39000,41.2854202,69.2631768,812.5
"город Ташкент, Yunusobod район, Самара",Yunusobod,3,125.0,3,9,82000,41.3682259,69.3041867,656.0
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,53.0,9,12,39000,41.2818558,69.2552666,735.8490566037735
"город Ташкент, Yunusobod район, пр-т Шарафа Рашидова",Yunusobod,2,60.0,2,9,55000,41.3137227,69.2695316,916.6666666666666
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,53.0,5,8,43000,41.2818558,69.2552666,811.3207547169811
"город Ташкент, Yunusobod район, Самара",Yunusobod,4,160.0,3,9,105000,41.3682259,69.3041867,656.25
"город Ташкент, Yakkasaroy район, Афросиаб (пр-т Косманавтов) ",Yakkasaroy,2,42.0,2,2,39000,41.3051824,69.2638823,928.5714285714286
"город Ташкент, Yakkasaroy район, Урикзор",Yakkasaroy,2,40.0,1,4,40000,41.2865169,69.240584,1000.0
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,55.0,3,9,40000,41.2818558,69.2552666,727.2727272727273
"город Ташкент, Mirobod район, Шевченко",Mirobod,2,50.0,4,4,47000,41.2991561,69.2785087,940.0
"город Ташкент, Yakkasaroy район, Афросиаб (пр-т Косманавтов) ",Yakkasaroy,2,50.0,2,2,41000,41.3051824,69.2638823,820.0
"город Ташкент, Chilonzor район, Хамза метро",Chilonzor,1,30.0,2,4,25700,41.2914153,69.223963,856.6666666666666
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,1,26.0,3,4,22500,41.314662,69.293391,865.3846153846154
"город Ташкент, Sergeli район, Sergili 5a",Sergeli,2,52.0,2,5,36500,41.210633,69.2281531,701.9230769230769
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,3,80.0,1,4,110000,41.3104865,69.2922234,1375.0
"город Ташкент, Mirzo Ulugbek район, Газалкентская",Mirzo Ulugbek,1,40.0,5,5,26500,41.3196379,69.3200203,662.5
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,1,40.0,4,4,25000,41.3550649,69.3585936,625.0
"город Ташкент, Shayhontohur район, Коратош,103",Shayhontohur,4,100.0,5,9,76000,41.3275402,69.2102725,760.0
"город Ташкент, Mirzo Ulugbek район, Дурмон йули",Mirzo Ulugbek,2,50.0,3,4,42000,41.3357758,69.34359,840.0
"город Ташкент, Yakkasaroy район, Братислава (Глинка) ",Yakkasaroy,2,52.0,4,4,41000,41.2891883,69.2576355,788.4615384615385
"город Ташкент, Mirobod район, Азимова ГУВД",Mirobod,2,65.0,2,4,66000,41.3011646,69.285686,1015.3846153846154
"город Ташкент, Mirzo Ulugbek район, Мирзакалона Исмаили",Mirzo Ulugbek,4,140.0,4,5,105000,41.3292204,69.3473509,750.0
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,48.0,2,3,42000,41.2818558,69.2552666,875.0
"город Ташкент, Mirobod район, Эльбек",Mirobod,1,45.0,1,4,42000,41.3000778,69.2943209,933.3333333333334
"город Ташкент, Shayhontohur район, Коратош",Shayhontohur,2,74.0,8,9,65000,41.3275402,69.2102725,878.3783783783783
"город Ташкент, Chilonzor район, Мукими",Chilonzor,2,55.0,2,2,44000,41.2885649,69.2290098,800.0
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,1,40.0,1,4,24000,41.3550649,69.3585936,600.0
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",Mirzo Ulugbek,1,36.0,2,4,25000,41.3292204,69.3473509,694.4444444444445
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",Mirzo Ulugbek,1,18.0,4,4,12000,41.3292204,69.3473509,666.6666666666666
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",Mirzo Ulugbek,1,31.0,2,3,20000,41.3445193,69.3447348,645.1612903225806
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,3,72.0,3,4,75000,41.3197131,69.2773236,1041.6666666666667
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,3,75.0,1,4,107000,41.3245206,69.2773236,1426.6666666666667
"город Ташкент, Yunusobod район, Ц5",Yunusobod,1,43.0,7,9,38000,41.3245206,69.2773236,883.7209302325581
